"Source","Target","weight"
"University of British Columbia","British Columbia Water and Waste Association",12
"University of British Columbia","John Meunier Inc.",12
"University of British Columbia","Government of Northwest Territories",18
"University of British Columbia","National Water Research Institute",12
"University of British Columbia","Innovotech Inc.",12
"University of British Columbia","BI Pure Water (Canada) Inc.",16
"University of British Columbia","EnWave Corporation",5
"University of British Columbia","Paradigm Engineering Inc.",1
"University of British Columbia","A.U.G. Signals Ltd",1
"University of British Columbia","Etudes et Productions Schlumberger",4
"University of British Columbia","Westport Innovations Inc.",10
"University of British Columbia","Highbury Biofuel Technologies Inc.",9
"University of British Columbia","Cascade Engineering Group",1
"University of British Columbia","Rolls-Royce Canada Ltd",1
"University of British Columbia","Opus DaytonKnight Consultants Ltd",12
"University of British Columbia","NZ Technologies Inc.",14
"University of British Columbia","Xantrex Technology Inc.",3
"University of British Columbia","Independent Electricity System Operator",3
"University of British Columbia","New Brunswick Power",3
"University of British Columbia","Schneider Electric Canada",3
"University of British Columbia","Hydro One Networks Inc",3
"University of British Columbia","Endurance Windpower Inc.",3
"University of British Columbia","Ontario Power Authority",3
"University of British Columbia","Cyme International Inc.",3
"University of British Columbia","Manitoba HVDC Research Center",3
"University of British Columbia","Nebula Manufacturing Inc.",3
"University of British Columbia","Eion Inc.",3
"University of British Columbia","Canadian Wood Council",15
"University of British Columbia","UniversitÃ du QuÃbec en Abitibi-TÃmiscamingue",37
"University of British Columbia","Kisameet Glacial Clay Inc.",2
"University of British Columbia","Minesite Drainage Assessment Group",1
"University of British Columbia","CH-Four Biogas Inc.",1
"University of British Columbia","Northwest Hydraulic Consultants",2
"University of British Columbia","Greater Vancouver Regional District",5
"University of British Columbia","Ostara Nutrient Recovery Technologies Inc.",5
"University of British Columbia","UBC Dairy Education and Research Centre",4
"University of British Columbia","Blue-O Technology INC.",5
"University of British Columbia","CHUL Research Center",18
"University of British Columbia","Government of Nunavut",6
"University of British Columbia","Canadian Heritage",6
"University of British Columbia","Centre Hospitalier Universitaire de QuÃbec",6
"University of British Columbia","Geological Survey of Canada",6
"University of British Columbia","Canadian Museum of Nature",6
"University of British Columbia","CGGVeritas",9
"University of British Columbia","INOVA Geophysical Equipment Limited",3
"University of British Columbia","Hess Corporation",9
"University of British Columbia","ConocoPhillips Canada Resources Corp.",9
"University of British Columbia","British Gas (Canada) Limited",9
"University of British Columbia","Ion Geophysical Corporation - Canada",9
"University of British Columbia","Petroleum Geo-Services",9
"University of British Columbia","Petrobras",9
"University of British Columbia","Schlumberger Canada Limited",9
"University of British Columbia","Total",9
"University of British Columbia","Chevron Canada Resources Ltd",9
"University of British Columbia","British Petroleum Oil",9
"University of British Columbia","Membrane Reactor Technologies Ltd.",3
"University of British Columbia","Advanced Micro Devices",6
"University of British Columbia","UniversitÃ© du QuÃ©bec Ã  Trois-RiviÃ¨res",1
"University of British Columbia","A.V.Tchouvalev & Associates Inc.",1
"University of British Columbia","BioMark Technologies Inc.",2
"University of British Columbia","Energy Aware Technology Inc.",2
"University of British Columbia","Intel of Canada Ltd",7
"University of British Columbia","Seeds of Diversity",10
"University of British Columbia","Greenway Blooming Centre",10
"University of British Columbia","Royal Botanical Gardens",10
"University of British Columbia","David Suzuki Foundation",10
"University of British Columbia","Environmental Design Collaborative",10
"University of British Columbia","Saskatchewan Alfalfa Seed Producers Association",10
"University of British Columbia","Malina Software Corporation",6
"University of British Columbia","Centre de recherche informatique de MontrÃal",12
"University of British Columbia","S2G BioChem",1
"University of British Columbia","McKesson Medical Imaging Group",4
"University of British Columbia","Bell Canada Enterprise Inc.",17
"University of British Columbia","Abilities Neurological Rehabilitation",6
"University of British Columbia","BLINQ Wireless Inc.",1
"University of British Columbia","MetaFor Software Inc.",1
"University of British Columbia","Boehringer Ingelheim (Canada) Ltd",2
"University of British Columbia","OK Builders Supplies Ltd.",3
"University of British Columbia","Telecom Applications Research Alliance",9
"University of British Columbia","Communications Security Establishment",9
"University of British Columbia","ParetoLogic Inc.",9
"University of British Columbia","Trend Micro Inc.",9
"University of British Columbia","BC Ministry of Citizen's Services",9
"University of British Columbia","CA Canada Inc.",11
"University of British Columbia","Third Brigade",9
"University of British Columbia","Okanagan Basin Water Board",6
"University of British Columbia","Xstrata Process Support",4
"University of British Columbia","SNC - Lavalin Inc.",4
"University of British Columbia","Gracom",1
"University of British Columbia","Alberta Pacific Forest Industries Inc.",16
"University of British Columbia","Xstrata Copper Canada",3
"University of British Columbia","Light-Based Technologies",1
"University of British Columbia","Nexterra Energy Corporation",3
"University of British Columbia","Process Simulations Ltd",2
"University of British Columbia","Quanser Inc.",1
"University of British Columbia","City of Kelowna",12
"University of British Columbia","Paradigm Environmental Technologies Inc.",13
"University of British Columbia","Panora Pharmaceuticals Inc.",1
"University of British Columbia","S.C. Johnson & Son, Inc.",11
"University of British Columbia","Graphic Controls LLC",5
"University of British Columbia","Microsemi Semiconductor Corp.",1
"University of British Columbia","Microsemi SoC Products Group",1
"University of British Columbia","Vancouver International Airport Authority",4
"University of British Columbia","Vale Inco Technical Services Limited",1
"University of British Columbia","Centre for Cold Ocean Resources Engineering",1
"University of British Columbia","Structurlam Products Ltd",1
"University of British Columbia","Aleza Lake Research Forest",6
"University of British Columbia","Carlsbergfondet",6
"University of British Columbia","BC Ministry of Forests and Range",6
"University of British Columbia","Dillon Consulting Ltd",2
"University of British Columbia","Diacarbon Energy Inc.",1
"University of British Columbia","Corvus Energy Canada",2
"University of British Columbia","Precision Therapeutics Inc",2
"University of British Columbia","General Electric Multilin",20
"University of British Columbia","Corinex Communications Corp.",21
"University of British Columbia","British Columbia Transmission Corporation",20
"University of British Columbia","Blue Denim Woodworks Inc.",1
"University of British Columbia","Envision Sustainability Tools Inc.",6
"University of British Columbia","SAP BusinessObjects",6
"University of British Columbia","OPAL-RT Technologies Inc.",1
"University of British Columbia","CAMECO Corp",2
"University of British Columbia","US Steel Canada Inc.",3
"University of British Columbia","Algoma Steel Inc.",15
"University of British Columbia","Automotive Fuel Cell Cooperation",5
