"Parcel","TaxPayer","Address","City","State","Zip","Zip4","Phone","Email","SitusAddress","YearBuilt","AgentName""AgentContact","AgentAddress","AgentCity","AgentState","AgentZip","AgentZip4","AgentPhone","AgentEmail"
"219540340","HUNT FAMILY REVOC LIVING TR","4120 GLIDER RD","PLACERVILLE","CA","95667","9778","9162769369","","12165 N KYLENE CANYON DR (OV)","2000","EMS REALTY INC 02","6816 N ORACLE STE 300","TUCSON","AZ","85704","4232","5205442727","FRONTDESK@EMSREALTY.COM"
"303778800","WISE JAY DEE & LOVELY ASDULO CP/RS","1718 VALLE VISTA RD NW","LOS LUNAS","NM","87031","8920","5202161917","JDWISE37@GMAIL.COM","960 W CALLE SAUCE BLANCO (SAH)","2017","LYTLE EDGAR R SR","907 W CAMINO NOGAL BLANCO","SAHUARITA","AZ","85629","7883","5202790963","LYTLE.EDGAR@GMAIL.COM"
"304270710","PENNICK JOHN & WU HSIU LI CP/RS","318 E VIA PUENTE DE LAS ROSAS","SAHUARITA","AZ","85629","8875","5204449185","","151 E SAN VINCENT DR (PC)","1977","OWNER AGENT","","","  ","     ","    ","          ",""
"108025600","9122-1374 QUEBEC INC","9170 RUE DU SAGUENAY","SAINT-LÉONARD QC H1R 2M6 CANADA","  ","     ","    ","5200000000","","6651 N CAMPBELL AVE UNIT 224","1986","OWNER AGENT","","","  ","     ","    ","          ",""
"108211920","J3 REAL ESTATE INVESTMENTS LLC","3718 N SABINO RIDGE PL","TUCSON","AZ","85750","2231","5200000000","","4283 N RIVER GROVE CIR UNIT 211","1984","OWNER AGENT","","","  ","     ","    ","          ",""
"110080810","CARPINELLI GEORGE 33.34% & ANAYA ARTURO G","PO BOX 108","VISTA","AZ","     ","    ","5200000000","","2526 N COLUMBUS BL (TUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"110140540","BUCKINGHAM GLEN D & AMY E CP/RS","PO BOX 1817","BERTHOUD","CO","80513","1817","5200000000","","5701 W GLENN ST UNIT 38","1973","OWNER AGENT","","","  ","     ","    ","          ",""
"114034330","MANDELBAUM LISA & SWILLINGER TIMOTHY CP/RS","6 GALENA WAY","NEVADA CITY","CA","95959","2802","5200000000","","6655 N CANYON CREST DR UNIT 1102","1986","OWNER AGENT","","","  ","     ","    ","          ",""
"305720720","MANISH & MANASI FAMILY TR","1548 ASHCROFT WAY","SUNNYVALE","CA","94087","3916","5200000000","","10450 S CUTTING HORSE DR (PC)","2011","OWNER AGENT","","","  ","     ","    ","          ",""
"102080330","HALOFTIS GEORGE & ELIOPOULOS-HALOFTIS","926 W PLACITA LUNA BONITA","ORO VALLEY","AZ","85755","6599","5203051449","GEOHALO@YAHOO.COM","2033 W CHOLLA VISTA DR (PC)","1997","OWNER AGENT","","","  ","     ","    ","          ",""
"116310160","HUANG CHRISTINE A","2002 GABLE LANE CT APT 1032","INDIANAPOLIS","IN","46228","6340","6092406343","CAHUANG3@GMAIL.COM","101 S PLAYERS CLUB DR UNIT 2204","1996","TUCSON MANAGEMENT INC 03","6720 E CAMINO PRINCIPAL STE 103","TUCSON","AZ","85715","3909","5207217121","EDWARD.TPMG@QWESTOFFICE.NET"
"114140870","HOPPER KENNETH E & JANET W CP/RS","5051 N SABINO CANYON RD UNIT 2141","TUCSON","AZ","85750","6460","5204419154","KHOP5161@AOL.COM","5051 N SABINO CANYON RD UNIT 1107","1986","OWNER AGENT","","","  ","     ","    ","          ",""
"114142860","HOPPER KENNETH E & JANET W CP/RS","5051 N SABINO CANYON RD UNIT 2141","TUCSON","AZ","85750","6460","5204419154","KHOP5161@AOL.COM","5051 SABINO CANYON RD UNIT 2162","1986","OWNER AGENT","","","  ","     ","    ","          ",""
"131080470","MC GILL JOHN M & ELISABETH R CP/RS","10175 N CALLE DEL CARNERO","ORO VALLEY","AZ","85737","9500","5205756926","HASHCRASH@AOL.COM","6032 E 23RD ST (TUC)","1953","OWNER AGENT","","","  ","     ","    ","          ",""
"133161160","ERICK I LLC","1311 N ARBOR CIR","TUCSON","AZ","85715","5806","5202981128","M.C.ERICSON@COX.NET","1600 N WILMOT UNIT 235","1973","OWNER AGENT","","","  ","     ","    ","          ",""
"133330500","GARY CUDDEBACK SPECIAL NEEDS TR","4927 E SCARLETT ST","TUCSON","AZ","85711","4338","5209542898","RMCUDDEBACK@COX.NET","9116 E SIERRA AVE","1985","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"133460660","MENDENHALL DAVID L & BARBARA A &","4255 N CRAYCROFT RD","TUCSON","AZ","85718","7048","5202991951","","7612 E CALLISTO CI (TUC)","1986","OWNER AGENT","","","  ","     ","    ","          ",""
"135030120","ERICK II LLC","1311 N ARBOR CIR","TUCSON","AZ","85715","5806","5202981128","M.C.ERICKSON@COX.NET","6434 E CALLE HERCULO (TUC)","1957","OWNER AGENT","","","  ","     ","    ","          ",""
"135031250","DESJARDIN GUADALUPE A","3550 N HACIENDA PL","TUCSON","AZ","85750","2019","5202967298","","6537 E CALLE CAPPELA (TUC)","1956","OWNER AGENT","","","  ","     ","    ","          ",""
"220041690","SEBASTIAN RICHARD","812 W CAMINO DESIERTO","TUCSON","AZ","85704","4505","5204048370","RSEB@COMCAST.COM","11312 N MOUNTAIN MEADOW PL (OV)","2003","OWNER AGENT","","","  ","     ","    ","          ",""
"304286990","BROCKMAN REVOC TR","1013 E CAVE CANYON PL","GREEN VALLEY","AZ","85614","6203","5206481403","RBROCK8738@AOL.COM","1492 W BELFRY CT (PC)","1993","OWNER AGENT","","","  ","     ","    ","          ",""
"136373860","GOVERN SHEILA P & RICHARD A CP/RS","4735 E CALLE BARRIL","TUCSON","AZ","85718","6207","5202726706","SHEILA.GOVERN@GMAIL.COM","3850 S DESERT SPRING DR (TUC)","1976","OWNER AGENT","","","  ","     ","    ","          ",""
"22233065A","RANGNO ARTHUR L & ROSSMAN JUDY M CP/RS","5133 E HAWSER ST","CATALINA","AZ","85739","9624","2067154107","SKYGUIDE1AZ@GMAIL.COM","5105 E HAWSER ST (PC)","1997","OWNER AGENT","","","  ","     ","    ","          ",""
"107091720","GUPTA RAM BILAS & MALTI CP/RS","153 E CAMINO LOMAS","TUCSON","AZ","85704","6973","5204283187","RAMMALTI56@YAHOO.COM","2748 N PACIFIC DR (TUC)","1983","OWNER AGENT","","","  ","     ","    ","          ",""
"108242180","ZARRAGA FAMILY TR","1381 TEMPORALE DR","HENDERSON","NV","89052","6560","7022092840","WAZARR77@GMAIL.COM","2550 E RIVER RD UNIT 13205","2004","NORDSTROM GROUP INC 03","2200 E RIVER RD STE 103","TUCSON","AZ","85718","6515","5202995850","EBUJOR@NORDSTROMGROUP.COM"
"110032390","ANDERSON KEITH & LINDA REVOC TR","6240 E CALLE DE MIRAR","TUCSON","AZ","85750","1282","5202993154","KANDER3636@MSN.COM","4170 E WADING POND DR (TUC)","2004","OWNER AGENT","","","  ","     ","    ","          ",""
"11824043A","239 LLC","4860 E LINDEN ST","TUCSON","AZ","85712","2751","5203225380","","239 W 32ND ST (STUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"224046590","DAI HUANPING & JIANING CP/RS","1840 W MOONSHADOW ST","ORO VALLEY","AZ","85737","8530","5200000000","","1271 W DESERT DEW PL (OV)","2000","OWNER AGENT","","","  ","     ","    ","          ",""
"133164120","CAKE PROPERTIES LLC","2004 E 17TH ST","TUCSON","AZ","85719","6948","5200000000","","MONACO UNIT F229","1977","OWNER AGENT","","","  ","     ","    ","          ",""
"11903204B","MARTINEZ ISRAEL","2640 S COTTONWOOD LN UNIT 29","TUCSON","AZ","85713","2751","5206097327","I__MARTINEZ79@HOTMAIL.COM","3107 S 10TH AVE","1942","OWNER AGENT","","","  ","     ","    ","          ",""
"129071390","HERZOG DANIEL FAMILY TR","1776 E SAINT BERNADINE ST","TUCSON","AZ","85713","7407","5204098283","DANHERZOG@COX.NET","1673 E SAINT ISIDORE ST (TUC)","2001","OWNER AGENT","","","  ","     ","    ","          ",""
"110082850","SIMPSON CHAD JOSEPH & KRISTEN ELIZABETH CP/RS","1121 E VIA LUCERNA","TUCSON","AZ","85718","1045","5200000000","","4545 E WATER ST (TUC)","1955","OWNER AGENT","","","  ","     ","    ","          ",""
"115021850","TUCSON REAL ESTATE ASSOC LLC","4802 E MELISSA ST","TUCSON","AZ","85711","4328","5200000000","","534 E LEE ST (TUC)","1948","OWNER AGENT","","","  ","     ","    ","          ",""
"216011500","BELLECY FLORENCE L","11964 N RAPHAEL WAY","TUCSON","AZ","85742","6615","5200000000","","11964 N RAPHAEL WY (MAR)","2018","OWNER AGENT","","","  ","     ","    ","          ",""
"136305720","PHILLIPS CLARK W & TERESA L JT/RS","5399 S BLACK FALLS DR","TUCSON","AZ","85747","6088","5202905964","CWTLPHILLIPS@GMAIL.COM","4603 S FOXDALE DR (TUC)","1996","OWNER AGENT","","","  ","     ","    ","          ",""
"140417450","FERCZ JOSEPH T & GRAZYNA B CP/RS","4919 N VIA VELAZQUEZ","TUCSON","AZ","85750","7100","5205295685","TOODNAS@GMAIL.COM","4003 E STONY MEADOW DR (TUC)","2006","OWNER AGENT","","","  ","     ","    ","          ",""
"140560770","GIBLIN ROBERT J","PO BOX 13646","TUCSON","AZ","85732","3646","5204616660","ROBERTGIBLIN@HOTMAIL.COM","5106 E KITTENTAILS DR (TUC)","2010","OWNER AGENT","","","  ","     ","    ","          ",""
"141112820","KUNZLER DEE BRADLEY & MELISSA H CP/RS","341 e 1900 S","KAYSVILLE","UT","84037","9704","5713482888","BKUNZLER@HOTMAIL.COM","7354 S MADERA VILLAGE DR (TUC)","2001","RENT VEST 01","1 S CHURCH AVE STE 200","TUCSON","AZ","85701","1620","5202573929","CHARITY@RENTVESTPM.COM"
"210271720","VILLA FRANCISCO P & ESTHER O LIVING TR","5337 W JEFFREY RD","TUCSON","AZ","85757","9218","5209777780","","5020 W JEFFREY RD (PC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"219210990","VU DUC TAN & TRAN NGUYET KIM REVOC TR","10125 N VALLE DEL ORO DR","ORO VALLEY","AZ","85737","7619","5203333478","DUCTANVU@YAHOO.COM","12819 N GENESEE DR (OV)","2000","OWNER AGENT","","","  ","     ","    ","          ",""
"224020300","415 W TANGELO LLC","80 W ORO VALLEY DR","ORO VALLEY","AZ","85737","9703","5205443147","NADINEFORK@CS.COM","415 E TANGELO DR (OV)","1993","OWNER AGENT","","","  ","     ","    ","          ",""
"225141300","FRANKS FAMILY TR","6110 N CANON DEL PAJARO","TUCSON","AZ","85750","1362","5205772367","JONIFRANKS@COMCAST.COM","260 E CALLE TURQUESA (OV)","2003","OWNER AGENT","","","  ","     ","    ","          ",""
"225291640","RAMUS LLC","430 W CAMINO FAIRHAVEN","TUCSON","AZ","85704","6524","5205445650","X-RAMUS@CENTURYLINK.NET","3093 W AUTUMN BREEZE DR (PC)","1993","OWNER AGENT","","","  ","     ","    ","          ",""
"303065160","CORNABY SHANNON E & RICHARD A JT/RS","816 W VUELTA GRANADINA","SAHUARITA","AZ","85629","9504","5202077813","CORNABY@COX.NET","270 E THOMAS JEFFERSON WY (SAH)","2002","OWNER AGENT","","","  ","     ","    ","          ",""
"224432780","ICHI JIKAN LLC","2128 S ESTRELLA CIR","MESA","AZ","85202","6346","4807562634","RICHARDLONGCONSULTING@GMAIL.COM","2761 W CAMINO DE LA JOYA (PC)","1988","OWNER AGENT","","","  ","     ","    ","          ",""
"304243290","HUEFTLE ERIC JAMES & DEBRA S CP/RS","1661 S EVANSTON ST","AURORA","CO","80012","5777","3039060153","EHUEFTLE@AOL.COM","112 E LA PERA (PC)","1973","OWNER AGENT","","","  ","     ","    ","          ",""
"304643830","SUESS TODD JOSEPH & JACKIE LOUISE CP/RS","600 E MOUNTAIN VIEW ST","BARSTOW","CA","92311","2923","3609121017","JACKIE.SUESS@YAHOO.COM","1698 W RETORNO DE MANANA (PC)","1986","PREMIER PROPERTIES INC 01","190 W CONTINENTAL RD STE 216-172","GREEN VALLEY","AZ","85622","3500","5206256555","DCARSON.PREMIER@GMAIL.COM"
"304692260","SCHLAPPI RALPH E FAMILY TR","5750 S ATASCOSA PEAK DR","GREEN VALLEY","AZ","85622","8130","5037847799","RSCHLAPPI@YAHOO.COM","5617 S ACACIA CANYON PL (PC)","2004","OWNER AGENT","","","  ","     ","    ","          ",""
"110150580","KLUG KRP & CA TR","PO BOX 64565","TUCSON","AZ","85728","4565","5202754810","BOB@BOBKLUG.ORG","5611 E KELSO ST (TUC)","1959","OWNER AGENT","","","  ","     ","    ","          ",""
"114470430","KRP & CA KLUG TR","PO BOX 64565","TUCSON","AZ","85728","4565","5202754810","BOB@BOBKLUG.ORG","7400 E RIO VERDE DR (TUC)","1980","OWNER AGENT","","","  ","     ","    ","          ",""
"114680910","KLARKOWSKI JULIE A & RANDALL P & WITT","5800 N KOLB RD UNIT 11259","TUCSON","AZ","85750","0914","5200000000","","5800 N KOLB RD UNIT 11259","1986","OWNER AGENT","","","  ","     ","    ","          ",""
"133440830","THOMPSON ADRIANE F & THOMPSON SANDRA A &","9757 E 2ND ST","TUCSON","AZ","85748","2755","5202504847","ADRA01@YAHOO.COM","9757 E 2ND ST (TUC)","1983","OWNER AGENT","","","  ","     ","    ","          ",""
"303085970","MURRAY JOHN & JEANNIE JT/RS","1965 W CACTUS RUN DR","GREEN VALLEY","AZ","85622","8091","5202351207","JWM@HOTMAIL.COM","14381 S VIA DEL MORO (SAH)","2006","OWNER AGENT","","","  ","     ","    ","          ",""
"124141110","KMS ENTERPRISES LLC","5225 E PIMA ST","TUCSON","AZ","85712","3629","5200000000","","619 S HIGHLAND AV (TUC)","1964","OWNER AGENT","","","  ","     ","    ","          ",""
"225443400","CASSELL STEPHEN L & DUYCK MARK CP/RS","2111 SE LINCOLN ST","PORTLAND","OR","97214","5445","5035047247","","2634 W CEZANNE CI (PC)","1999","BETHEL YVONNE","2634 W CEZANNE CIR","TUCSON","AZ","85741","4217","5203491447","YVONB@MSN.COM"
"118080540","HERZOG BETTY A","353 PATTERSON DR","MONROVIA","CA","91016","1651","6263034509","THEHERZOG29@VERIZON.NET","829 W 24TH ST (TUC)","2001","ORMSBY ARNOLD","825 W 24TH ST","TUCSON","AZ","85713","1409","5203707935","arneormsby@gmail.com"
"134141760","GRAVES WILLIS S & JACQUELINE S TR","9967 E WOLFORD PL","TUCSON","AZ","85749","9227","5202983225","JACKIEGRAVES6@GMAIL.COM","754 S PANTANO RD (TUC)","1979","OWNER AGENT","","","  ","     ","    ","          ",""
"140191250","ROMERO FRANCES A","5070 W TAROOK","TUCSON","AZ","85757","8921","5203365087","","761 E OREGON ST (TUC)","1984","OWNER AGENT","","","  ","     ","    ","          ",""
"116013400","MARMER RICHARD FRANKLIN & JOHNSON","PO BOX 446","AUBURN","CA","95604","0446","5303682524","","1741 N LONE RIDGE PL (TUC)","2007","KELLER WILLIAMS","1745 E RIVER RD STE 245","TUCSON","AZ","85718","7634","5202507684","ALRICHARDS10@YAHOO.COM"
"138142430","MORAGA RAUL C & SARA G JT/RS","102 W SANTA MARIA ST","TUCSON","AZ","85706","5332","5202944378","RMORAGA102@COX.NET","110 W SANTA MARIA ST (TUC)","1963","OWNER AGENT","","","  ","     ","    ","          ",""
"136176480","LOOMER TR","1441 N CULPEPPER AVE","TUCSON","AZ","85745","3322","5207433624","","3724 S JOHN HAY AV (TUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"212220050","LUND JUDITH K","8601 W BOPP RD","TUCSON","AZ","85735","8799","5203314916","","2633 S WESTERN WY (PC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"304182570","BENNETT KELSIE & BARBARA R CP/RS","1855 W PLACITA CANOA AZUL","GREEN VALLEY","AZ","85622","8075","5104095619","BARBERRU@AOL.COM","1320 W DESERT HILLS DR (PC)","1985","OWNER AGENT","","","  ","     ","    ","          ",""
"133385210","TULLY DENISE & KENNETH E CP/RS","19W634 14TH ST","LOMBARD","IL","60148","4550","6305447570","KDTULLY52@GMAIL.COM","10668 E BARCLAY PARK LP (TUC)","1994","RICH REALTY INC 01","8230 E BROADWAY BLVD STE W8","TUCSON","AZ","85710","4002","5207601999","ADMIN@RICHREALTY.COM"
"224043730","ZEBARI MAKAREM AL","7021 W SACK DR","GLENDALE","AZ","85308","5763","5204372033","RAEDNOURI@YAHOO.COM","11701 N DRAGOON SPRINGS DR (OV)","1988","OWNER AGENT","","","  ","     ","    ","          ",""
"113051920","KRUEGER WENDY W","2211 W CALLE NARCISO","TUCSON","AZ","85705","1221","5203493844","","3438 N WILSON AV (TUC)","1947","OWNER AGENT","","","  ","     ","    ","          ",""
"128100880","AHRENS KENT S & MISTY CP/RS","5127 E TIMROD ST","TUCSON","AZ","85711","7417","5205763665","KENTAHRENS2013@GMAIL.COM","5135 E TIMROD ST (TUC)","1998","OWNER AGENT","","","  ","     ","    ","          ",""
"121112460","THOMPSON KIRAL M & SWANSON SARAH C CP/RS","3945 N HOLSTER DR","TUCSON","AZ","85749","9514","5204046282","KIRALTOM@YAHOO.COM","4934 E LEE ST (TUC)","1958","OWNER AGENT","","","  ","     ","    ","          ",""
"126151920","SWANSON SARAH & THOMPSON KIRAL M JT/RS","3945 N HOLSTER DR","TUCSON","AZ","85749","9514","5206684880","KIRALTOM@YAHOO.COM","4350 E 16TH ST (TUC)","1950","OWNER AGENT","","","  ","     ","    ","          ",""
"127100870","KEMP LAURIE R","6272 E 40TH PL","YUMA","AZ","85365","2778","5204049092","PUPMOM3@YAHOO.COM","6259 E 2ND ST (TUC)","1953","OWNER AGENT","","","  ","     ","    ","          ",""
"224381160","WARNICK ANNETTE","5051 S BIG HORN PL","CHANDLER","AZ","85249","6087","4802541595","WARNICKFAMILY@GMAIL.COM","10021 N PITCHING WEDGE LN (OV)","1991","OWNER AGENT","","","  ","     ","    ","          ",""
"106090910","CATON JOEL & KRISTI CP/RS","6404 W ROSAMOND WAY","TUCSON","AZ","85743","1172","5205550000","","1521 W ROGER RD (TUC)","1971","OWNER AGENT","","","  ","     ","    ","          ",""
"133120650","IRWIN GINGER Y","7368 E WEEPING WILLOW DR","TUCSON","AZ","85756","6125","5203014422","GINGERIRWIN@GMAIL.COM","7738 E TANQUE VERDE LN (TUC)","1970","OWNER AGENT","","","  ","     ","    ","          ",""
"140265280","CALDWELL GILBERT W","5948 S AVENIDA LAS MONJAS","TUCSON","AZ","85706","3805","5204093984","","5948 S AVENIDA LAS MONJAS (TUC)","2007","BLUE FOX PROPERTIES 01","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","PROPERTYMANAGERS@BLUEFOXPROPERTIES.COM"
"110064940","CARVALHO JORDANNA G","2976 N CARDELL CIR","TUCSON","AZ","85712","5530","5208209129","JORDI0210@GMAIL.COM","2976 N CARDELL CI (TUC)","2002","OWNER AGENT","","","  ","     ","    ","          ",""
"129133180","BOTTFELD JOSH TR","3693 7TH AVE","SAN DIEGO","CA","92103","4302","6197888541","JUSTJOSH@HOTMAIL.COM","901 E 35TH ST (TUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"136384880","DUBBERLY JAMES R & VALERIE J CP/RS","872 S LUCINDA DR","TUCSON","AZ","85748","6421","5209903822","VAL@VALDUBB.COM","7178 E CHELSIE KAYE LN (TUC)","2006","OWNER AGENT","","","  ","     ","    ","          ",""
"225347550","LANDER VICTORIA V & LANDER NEIL J JT/RS","20 OLD COACH RD","MILLVILLE","MA","01529","1530","5083778644","","4510 W LORD REDMAN LP (PC)","1988","BLUE FOX PROPERTIES 01","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","PROPERTYMANAGERS@BLUEFOXPROPERTIES.COM"
"141316300","WESTER MELANIE","7441 E SYCAMORE PARK BLVD","TUCSON","AZ","85756","6142","2108708275","MELANIELAMB16@GMAIL.COM","7441 E SYCAMORE PARK BL (TUC)","2006","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"114134990","SALAZAR FAMILY TR","4712 MARBLEHEAD BAY DR","OCEANSIDE","CA","92057","3407","7604338773","FREDDY@INTAGLIOCO.COM","5530 N SKYSET LP (PC)","1986","ACACIA PARTNERS 02","7423 E TANQUE VERDE RD","TUCSON","AZ","85715","3477","5202986600","GREG@ACACIAPARTNERS.COM"
"112053240","SMK REVOC TR 1/3 & AZNINE TR 1/3 & ALPHIN","2875 N TUCSON BLVD APT 43","TUCSON","AZ","85716","1856","5208818262","","2875 N TUCSON BLVD","1972","OWNER AGENT","","","  ","     ","    ","          ",""
"114467640","NELSON DAVID","380 N EASTERN SLOPE LOOP","TUCSON","AZ","85748","3521","5209919223","DENCCIE@GMAIL.COM","7384 E CALLE NOSTALGICO (TUC)","2000","OWNER AGENT","","","  ","     ","    ","          ",""
"141387930","NELSON DAVID","380 N EASTERN SLOPE LOOP","TUCSON","AZ","85748","3521","5209919223","DENCCIE@GMAIL.COM","10989 E PALMETTO POINTE TR (TUC)","2014","OWNER AGENT","","","  ","     ","    ","          ",""
"114393730","NELSON DAVID","380 N EASTERN SLOPE LOOP","TUCSON","AZ","85748","3521","5209919223","DENCCIE@GMAIL.COM","3390 N GOLDEN BRUSH PL (PC)","1992","OWNER AGENT","","","  ","     ","    ","          ",""
"126130240","GAEFKE ELLEN & DAVID WILLIAM CP/RS","PO BOX  247","BENSON","AZ","85602","0247","4125965819","EGAEFKE@GMAIL.COM","4534 E 12TH ST (TUC)","1952","OWNER AGENT","","","  ","     ","    ","          ",""
"224240380","HALLBERG JEROME R","PO BOX 69309","ORO VALLEY","AZ","85737","0014","5205488480","JHALLBERG@COMCAST.COM.NET","10895 N BROADSTONE DR (OV)","1989","OWNER AGENT","","","  ","     ","    ","          ",""
"140262470","GONZALEZ BLANCA D","4538 S 12TH AVE","TUCSON","AZ","85714","2401","5207800839","MILANYLEXI@GMAIL.COM","2012 E CALLE SIERRA DEL MANANTIAL (TUC)","2006","OWNER AGENT","","","  ","     ","    ","          ",""
"210155690","GONZALEZ DANETTE & SPALSBURY MICHAEL","6731 S CAMINO CATALAN","TUCSON","AZ","85757","6827","5205550000","","6731 S CAMINO CATALAN (PC)","2006","OWNER AGENT","","","  ","     ","    ","          ",""
"305732080","GONZALEZ DEBORAH J & JUAN E CP/RS","13822 E CARRUTHERS ST","VAIL","AZ","85641","5900","2103795067","MOMSLOGON@YAHOO.COM","13822 E CARRUTHERS ST (PC)","2016","VAIL PROPERTY MANAGEMENT","PO BOX 1072","VAIL","AZ","85641","1072","5204457134","KZAP@VAILPROPERTYMGT.COM"
"138232550","GONZALES FAMILY LIVING TR","7531 S WOODBURY GROVE DR","TUCSON","AZ","85757","1526","5204400811","HUM15@HOTMAIL.COM","638 W ACADIA DR (TUC)","1974","OWNER AGENT","","","  ","     ","    ","          ",""
"304512360","SCHADLER MARGARET H & SCHADLER HARVEY W TR","5 WELLINGTON WAY","NISKAYUNA","NY","12309","4960","5183725252","MHSCHADLER@AOL.COM","1200 N PASEO DE GOLF (PC)","1981","OWNER AGENT","","","  ","     ","    ","          ",""
"217274810","ENGLE MAYNARD A & IRENE CP/RS","11076 W CARDIUM LN","MARANA","AZ","85658","4944","5200000000","","11076 W CARDIUM LN (MAR)","2016","OWNER AGENT","","","  ","     ","    ","          ",""
"226220640","PADILLA FAUSTO A","1296 E BAUTISTA RD","GILBERT","AZ","85297","6862","5203608106","FAUSTOPADILLAKING@YAHOO.COM","8755 N SAYANTE WY (MAR)","1996","OWNER AGENT","","","  ","     ","    ","          ",""
"141350490","LIMON RUTH","507 ALICE DR","MELBOURNE","FL","32933","6803","5205617301","ANAYAXIN@GMAIL.COM","10579 E WILLOW SHADE PL (TUC)","2006","REMAX RESULTS 03","4640 E SUNRISE DR STE 215","TUCSON","AZ","85718","4576","5209717100","VICTORIA@RESULTSAZ.NET"
"210080540","LONG JEANETTE","2708 E THOMAS ST","SEATTLE","WA","98112","5430","5202503927","AZDESERTDINE@GMAIL.COM","5561 W LOUISIANA ST (PC)","1987","OWNER AGENT","","","  ","     ","    ","          ",""
"141096040","ALVAREZ GEORGIANNA","7870 S HIDDEN STONE LN","TUCSON","AZ","85756","8475","9406423205","ALVAREZ15@COX.NET","7870 S HIDDEN STONE LN (TUC)","2007","COBB PROPERTY MANAGEMENT 02","5650 E 22ND ST","TUCSON","AZ","85711","5525","5203185711","STACIE.DOMINGUEZ@THECOBBTEAM.NET"
"108026670","H & B REVOC TR","2481 E GEMINI ST","GILBERT","AZ","85234","1101","4803636272","HEYLERS@GMAIL.COM","6651 N CAMPBELL AVE UNIT 185","1986","OWNER AGENT","","","  ","     ","    ","          ",""
"14017290c","JWE LEGACY LLC","3575 W IRONWOOD HILL DR","TUCSON","AZ","85745","8511","5200000000","","1666 E IRVINGTON RD (TUC)","1970","OWNER AGENT","","","  ","     ","    ","          ",""
"137301520","CURLEY BETTY MAY REVOC TR","499 WALLACE AVE","PERU","IN","46970","2880","3179844392","","5686 S WOOD CREST DR (TUC)","1984","COPPER ROSE REALTY 01","6601 E 22ND ST","TUCSON","AZ","85710","5118","5202031572","JENTILMAN2003@YAHOO.COM"
"304214160","YAGGI DIANE M","1200 I ST #815","ANCHORAGE","AK","99501","4377","9079520376","","346 S PASEO AGUILA (PC)","1964","LONG REALTY 04","275 W CONTINENTAL RD STE 181","GREEN VALLEY","AZ","85622","3626","5209188181",""
"122120740","KOOL RONALD E","4729 E SUNRISE DR # 218","TUCSON","AZ","85718","4534","5202032323","KOOLRON@HOTMAIL.COM","1228 N CATALINA AV (TUC)","1949","OWNER AGENT","","","  ","     ","    ","          ",""
"123110270","MC KENNEY SEAN","4341 E 7TH ST","TUCSON","AZ","85711","2909","5206613612","SSLUNK@COX.NET","1034 E LESTER ST (TUC)","1968","OWNER AGENT","","","  ","     ","    ","          ",""
"127050870","MC KENNEY SEAN P","4341 E 7TH ST","TUCSON","AZ","85711","2909","5206613612","SSLUNK@COX.NET","4766 E 1ST ST (TUC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"123152210","MC KENNEY SEAN P & MC KENNEY DONALD JT/RS","4341 E 7TH ST","TUCSON","AZ","85711","2909","5206613612","SSLUNK@COX.NET","1114 E LEE ST (TUC)","1955","OWNER AGENT","","","  ","     ","    ","          ",""
"104042500","SANCHEZ PATRICIO RAMIREZ & LARA EDITH PEREZ CP/RS","1601 W RUTH ST","TUCSON","AZ","85705","1391","5200000000","","4415 N BERNI AV (PC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"103215490","RASCON ERNESTO","2548 N SPLITWOOD AVE","TUCSON","AZ","85745","7042","6024101515","ELRANCHO330@HOTMAIL.COM","2548 N SPLITWOOD AV (TUC)","2000","OWNER AGENT","","","  ","     ","    ","          ",""
"11708265E","CV TUCSON INVESTMENTS LLC","4407 MANCHESTER AVE STE 203A","ENCINITAS","CA","92024","7922","5200000000","","950 S 4TH AV (TUC)","1975","OWNER AGENT","","","  ","     ","    ","          ",""
"11307104B","MAGNIFY REAL ESTATE BORROWER SPV I LLC","11701 BEE CAVE RD STE 124","AUSTIN","TX","78738","6907","5200000000","","HEDRICK ACREAGE TRACT NO 3 LOT 13 BLK C","0","OWNER AGENT","","","  ","     ","    ","          ",""
"117082610","CV TUCSON INVESTMENTS LLC","4407 MANCHESTER AVE STE 203A","ENCINITAS","CA","92024","7922","5200000000","","TUCSON LOT 8 & LOT 9 BLK 145","2005","OWNER AGENT","","","  ","     ","    ","          ",""
